Id,Name,School,Gender,Part Time Job,Absence Days,Extracurricular Activities,Weekly Self Study Hours,Career Aspiration,Math Score,History Score,Physics Score,Chemistry Score,Biology Score,English Score,Geography Score,,Id,Name,Email,School,Column1,Gender,Part Time Job,Absence Days,Extracurricular Activities,Weekly Self Study Hours,Career Aspiration,Math Score,History Score,Physics Score,Chemistry Score,Biology Score,English Score,Geography Score
1541,Matthew Chambers,Digital Fortress,M,TRUE,8,FALSE,0,Business Owner,50,80,100,81,61,68,72,,,,,,,,,,,,,,,,,,,
1542,Stephanie Yu,Digital Fortress,F,FALSE,4,FALSE,2,Unknown,71,68,77,73,68,73,64,,,,,,,,,,,,,,,,,,,
1543,Jose Hodge,Digital Fortress,M,FALSE,0,TRUE,16,Construction Engineer,99,88,88,90,82,88,90,,,,,,,,,,,,,,,,,,,
1544,Steve Kelly,Gsling Academy,M,FALSE,4,FALSE,12,Stock Investor,100,67,100,60,94,72,70,,,,,,,,,,,,,,,,,,,
1545,Justin Morgan,Gsling Academy,M,TRUE,9,FALSE,4,Business Owner,77,59,60,98,74,76,60,,,,,,,,,,,,,,,,,,,
1546,Robert Black,Digital Fortress,M,FALSE,3,TRUE,23,Software Engineer,88,73,86,75,65,62,83,,,,,,,,,,,,,,,,,,,
1547,Gabriella Pierce,Digital Fortress,F,FALSE,6,FALSE,15,Accountant,88,99,64,79,52,75,92,,,,,,,,,,,,,,,,,,,
1548,William Clay,Gsling Academy,M,FALSE,2,FALSE,31,Stock Investor,99,88,97,97,71,67,79,,,,,,,,,,,,,,,,,,,
1549,Nicholas Shea,Gsling Academy,M,TRUE,8,FALSE,3,Business Owner,50,88,58,78,83,97,88,,,,,,,,,,,,,,,,,,,
1550,Heidi Ellis,Gsling Academy,F,FALSE,4,FALSE,2,Unknown,69,93,62,99,98,98,68,,,,,,,,,,,,,,,,,,,
1551,Cassandra Mills,Digital Fortress,F,FALSE,5,FALSE,35,Banker,89,86,96,92,97,89,95,,,,,,,,,,,,,,,,,,,
1552,Robert Hart,Gsling Academy,M,FALSE,5,FALSE,27,Designer,93,97,77,70,81,83,87,,,,,,,,,,,,,,,,,,,
1553,Natalie Garrison,Digital Fortress,F,FALSE,5,FALSE,32,Software Engineer,96,83,67,86,81,92,73,,,,,,,,,,,,,,,,,,,
1554,Melissa Campbell,Gsling Academy,F,TRUE,4,FALSE,24,Software Engineer,92,98,93,60,74,84,97,,,,,,,,,,,,,,,,,,,
1555,Joshua Cervantes,Digital Fortress,M,FALSE,3,TRUE,29,Software Engineer,99,72,65,66,71,85,83,,,,,,,,,,,,,,,,,,,
1556,Carlos Long,Digital Fortress,M,FALSE,10,TRUE,4,Business Owner,86,59,81,55,77,69,87,,,,,,,,,,,,,,,,,,,
1557,Keith Hunt,Gsling Academy,M,FALSE,4,FALSE,17,Software Engineer,91,92,95,90,73,75,95,,,,,,,,,,,,,,,,,,,
1558,Kevin Turner,Gsling Academy,M,TRUE,3,FALSE,18,Banker,95,91,74,61,94,86,87,,,,,,,,,,,,,,,,,,,
1559,Shane Washington,Digital Fortress,M,FALSE,5,FALSE,15,Government Officer,61,94,87,74,92,79,97,,,,,,,,,,,,,,,,,,,
1560,Mark Duke,Gsling Academy,M,FALSE,1,FALSE,32,Writer,65,89,70,71,74,97,64,,,,,,,,,,,,,,,,,,,
1561,Anna Lane,Digital Fortress,F,FALSE,7,FALSE,3,Game Developer,94,97,97,75,79,68,92,,,,,,,,,,,,,,,,,,,
1562,Catherine Ibarra,Gsling Academy,F,FALSE,5,FALSE,31,Designer,94,68,89,90,91,98,72,,,,,,,,,,,,,,,,,,,
1563,Brian Adams,Gsling Academy,M,FALSE,5,TRUE,3,Business Owner,56,67,87,97,88,57,86,,,,,,,,,,,,,,,,,,,
1564,Michael James,Digital Fortress,M,FALSE,7,FALSE,25,Software Engineer,89,63,88,73,78,84,74,,,,,,,,,,,,,,,,,,,
1565,Robert Hernandez,Gsling Academy,M,TRUE,1,TRUE,0,Real Estate Developer,65,70,100,66,71,61,61,,,,,,,,,,,,,,,,,,,
1566,Anthony Walton,Gsling Academy,M,TRUE,1,FALSE,29,Stock Investor,91,96,63,81,97,74,66,,,,,,,,,,,,,,,,,,,
1567,Meghan Lewis,Gsling Academy,F,FALSE,1,FALSE,17,Banker,88,100,71,85,72,91,81,,,,,,,,,,,,,,,,,,,
1568,Crystal Holland,Digital Fortress,F,TRUE,4,FALSE,0,Business Owner,49,51,57,80,89,53,76,,,,,,,,,,,,,,,,,,,
1569,Brian Gibson,Gsling Academy,M,FALSE,5,FALSE,25,Writer,73,94,74,72,80,98,100,,,,,,,,,,,,,,,,,,,
1570,Eric Heath,Gsling Academy,M,FALSE,2,FALSE,23,Software Engineer,94,94,74,66,73,92,80,,,,,,,,,,,,,,,,,,,
1571,Holly Dunn,Gsling Academy,F,TRUE,5,FALSE,4,Business Owner,84,61,59,76,72,54,66,,,,,,,,,,,,,,,,,,,
1572,Paul Miller,Gsling Academy,M,FALSE,7,TRUE,11,Construction Engineer,97,91,91,61,68,77,97,,,,,,,,,,,,,,,,,,,
1573,Katherine Reyes,Digital Fortress,F,FALSE,7,FALSE,12,Unknown,82,84,69,66,65,74,68,,,,,,,,,,,,,,,,,,,
1574,Paula Hernandez,Gsling Academy,F,TRUE,2,FALSE,48,Doctor,96,97,98,98,97,96,89,,,,,,,,,,,,,,,,,,,
1575,Aaron Ortega,Gsling Academy,M,FALSE,4,TRUE,0,Business Owner,44,98,53,68,94,91,84,,,,,,,,,,,,,,,,,,,
1576,Jonathan Carter,Digital Fortress,M,FALSE,7,TRUE,12,Banker,97,64,90,69,88,83,77,,,,,,,,,,,,,,,,,,,
1577,Christina Nguyen,Gsling Academy,F,FALSE,1,TRUE,31,Banker,77,93,65,68,71,75,76,,,,,,,,,,,,,,,,,,,
1578,Anita Carter,Digital Fortress,F,TRUE,9,FALSE,19,Accountant,89,99,96,72,84,62,98,,,,,,,,,,,,,,,,,,,
1579,Madeline Holmes,Digital Fortress,F,FALSE,0,FALSE,17,Software Engineer,86,92,65,81,73,84,79,,,,,,,,,,,,,,,,,,,
1580,Luis Klein,Digital Fortress,M,FALSE,6,TRUE,24,Unknown,73,71,84,96,92,94,75,,,,,,,,,,,,,,,,,,,
1581,Laura Thornton,Digital Fortress,F,FALSE,2,FALSE,11,Teacher,61,75,95,62,93,92,87,,,,,,,,,,,,,,,,,,,
1582,William Ball,Gsling Academy,M,TRUE,6,FALSE,2,Business Owner,81,90,75,83,70,55,62,,,,,,,,,,,,,,,,,,,
1583,Kristin Gilbert,Gsling Academy,F,TRUE,2,TRUE,32,Doctor,90,99,94,91,92,85,64,,,,,,,,,,,,,,,,,,,
1584,Aaron Ware,Digital Fortress,M,FALSE,7,FALSE,5,Game Developer,88,60,87,95,65,75,76,,,,,,,,,,,,,,,,,,,
1585,Danny Carlson,Digital Fortress,M,FALSE,5,TRUE,23,Doctor,86,92,84,82,88,84,65,,,,,,,,,,,,,,,,,,,
1586,Julie Adkins,Gsling Academy,F,FALSE,8,FALSE,14,Banker,78,75,82,91,86,76,69,,,,,,,,,,,,,,,,,,,
1587,Jerry Aguirre,Digital Fortress,M,TRUE,6,FALSE,1,Business Owner,73,90,70,80,64,53,79,,,,,,,,,,,,,,,,,,,
1588,Jason Thomas,Gsling Academy,M,FALSE,4,FALSE,32,Scientist,98,82,91,93,85,75,78,,,,,,,,,,,,,,,,,,,
1589,Zachary Houston,Gsling Academy,M,FALSE,1,FALSE,34,Scientist,81,79,100,88,81,64,95,,,,,,,,,,,,,,,,,,,
1590,Donna Hoffman,Gsling Academy,F,FALSE,2,TRUE,13,Unknown,73,87,72,98,82,89,98,,,,,,,,,,,,,,,,,,,
1591,Austin Sanders,Gsling Academy,M,FALSE,1,FALSE,24,Lawyer,84,95,87,100,96,92,76,,,,,,,,,,,,,,,,,,,
1592,Leslie Mercado,Digital Fortress,F,FALSE,5,FALSE,32,Lawyer,81,90,82,80,98,81,91,,,,,,,,,,,,,,,,,,,
1593,Derrick Tucker,Digital Fortress,M,FALSE,2,FALSE,21,Banker,100,77,90,83,88,91,80,,,,,,,,,,,,,,,,,,,
1594,Kelsey Alexander,Gsling Academy,F,TRUE,6,FALSE,0,Business Owner,83,50,59,77,66,87,60,,,,,,,,,,,,,,,,,,,
1595,Rhonda Smith,Digital Fortress,F,FALSE,6,FALSE,34,Accountant,87,75,90,82,99,66,92,,,,,,,,,,,,,,,,,,,
1596,Isaac Santos,Digital Fortress,M,FALSE,2,FALSE,14,Designer,96,94,60,62,86,79,79,,,,,,,,,,,,,,,,,,,
1597,David Sloan,Digital Fortress,M,FALSE,3,FALSE,25,Software Engineer,98,76,69,75,76,98,81,,,,,,,,,,,,,,,,,,,
1598,Amanda Peterson,Digital Fortress,F,FALSE,3,FALSE,5,Game Developer,83,66,97,95,91,76,80,,,,,,,,,,,,,,,,,,,
1599,Cynthia Weeks,Gsling Academy,F,TRUE,10,FALSE,3,Business Owner,86,59,83,81,100,82,99,,,,,,,,,,,,,,,,,,,
1600,Katherine Turner,Gsling Academy,F,FALSE,7,FALSE,20,Designer,82,67,88,62,73,64,79,,,,,,,,,,,,,,,,,,,
1601,Joseph Patterson,Digital Fortress,M,FALSE,1,TRUE,26,Designer,82,98,78,63,83,91,94,,,,,,,,,,,,,,,,,,,
1602,Jill Davis,Gsling Academy,F,FALSE,9,FALSE,2,Business Owner,100,71,70,86,80,91,62,,,,,,,,,,,,,,,,,,,
1603,Amy Moore,Digital Fortress,F,FALSE,3,TRUE,1,Real Estate Developer,100,80,88,81,93,93,84,,,,,,,,,,,,,,,,,,,
1604,Eric Matthews,Gsling Academy,M,FALSE,10,FALSE,1,Business Owner,83,93,75,55,82,51,91,,,,,,,,,,,,,,,,,,,
1605,Tamara Bennett,Gsling Academy,F,FALSE,10,FALSE,25,Banker,93,92,71,89,91,76,61,,,,,,,,,,,,,,,,,,,
1606,Maria Perkins,Digital Fortress,F,FALSE,5,FALSE,35,Lawyer,86,86,100,86,94,87,85,,,,,,,,,,,,,,,,,,,
1607,Jillian Reed,Gsling Academy,F,TRUE,3,FALSE,2,Business Owner,50,78,67,95,82,97,80,,,,,,,,,,,,,,,,,,,
1608,Melissa Mora,Digital Fortress,F,FALSE,7,FALSE,5,Business Owner,78,68,56,50,76,67,97,,,,,,,,,,,,,,,,,,,
1609,Tina Smith,Digital Fortress,F,FALSE,3,FALSE,24,Software Engineer,91,69,82,87,100,93,100,,,,,,,,,,,,,,,,,,,
1610,Rhonda Munoz,Digital Fortress,F,FALSE,0,FALSE,5,Artist,73,100,78,77,71,61,66,,,,,,,,,,,,,,,,,,,
1611,Heidi Johnson,Gsling Academy,F,FALSE,6,FALSE,3,Game Developer,99,66,81,69,82,73,72,,,,,,,,,,,,,,,,,,,
1612,Joshua Davis,Digital Fortress,M,FALSE,6,FALSE,5,Game Developer,88,82,99,65,83,65,98,,,,,,,,,,,,,,,,,,,
1613,Laura Sanders,Gsling Academy,F,FALSE,1,FALSE,33,Lawyer,100,82,85,68,97,81,100,,,,,,,,,,,,,,,,,,,
1614,Evan Francis,Digital Fortress,M,FALSE,2,FALSE,15,Unknown,100,62,84,66,88,90,71,,,,,,,,,,,,,,,,,,,
1615,Cynthia Miller,Gsling Academy,F,TRUE,5,FALSE,32,Banker,99,61,76,95,79,78,66,,,,,,,,,,,,,,,,,,,
1616,Bobby Miller,Gsling Academy,M,FALSE,0,TRUE,14,Banker,81,99,85,72,67,78,69,,,,,,,,,,,,,,,,,,,
1617,Justin Brooks,Gsling Academy,M,FALSE,3,FALSE,47,Doctor,90,86,98,97,99,96,85,,,,,,,,,,,,,,,,,,,
1618,Kayla Krueger,Gsling Academy,F,FALSE,4,FALSE,6,Unknown,67,88,89,90,78,84,73,,,,,,,,,,,,,,,,,,,
1619,Justin Kim,Gsling Academy,M,FALSE,5,TRUE,3,Real Estate Developer,68,91,78,63,90,95,80,,,,,,,,,,,,,,,,,,,
1620,Christian Blankenship,Digital Fortress,M,FALSE,1,TRUE,42,Doctor,93,90,93,89,92,93,100,,,,,,,,,,,,,,,,,,,
1621,Todd Williams,Gsling Academy,M,FALSE,1,FALSE,22,Construction Engineer,94,95,80,60,89,93,88,,,,,,,,,,,,,,,,,,,
1622,Victoria Perez,Digital Fortress,F,FALSE,7,FALSE,1,Business Owner,88,96,74,90,82,70,83,,,,,,,,,,,,,,,,,,,
1623,Madeline Hart,Gsling Academy,F,FALSE,1,TRUE,21,Banker,75,93,66,63,68,91,99,,,,,,,,,,,,,,,,,,,
1624,Christopher Meyer,Digital Fortress,M,FALSE,4,FALSE,50,Doctor,99,89,87,90,87,90,95,,,,,,,,,,,,,,,,,,,
1625,Christopher Fleming,Digital Fortress,M,TRUE,7,FALSE,29,Accountant,93,64,86,82,35,73,84,,,,,,,,,,,,,,,,,,,
1626,Karen Ramsey,Digital Fortress,F,FALSE,4,FALSE,31,Lawyer,73,95,78,79,84,89,96,,,,,,,,,,,,,,,,,,,
1627,Monica Dalton,Gsling Academy,F,FALSE,6,FALSE,5,Real Estate Developer,64,61,76,100,93,61,65,,,,,,,,,,,,,,,,,,,
1628,Gary Odonnell,Digital Fortress,M,FALSE,1,TRUE,25,Lawyer,76,87,98,88,94,86,64,,,,,,,,,,,,,,,,,,,
1629,Ann Scott,Gsling Academy,F,FALSE,2,FALSE,22,Stock Investor,91,93,82,81,95,91,70,,,,,,,,,,,,,,,,,,,
1630,Jessica Jackson,Digital Fortress,F,FALSE,8,TRUE,1,Business Owner,70,98,51,51,96,96,70,,,,,,,,,,,,,,,,,,,
1631,Lauren Morrison,Gsling Academy,F,FALSE,5,FALSE,26,Doctor,90,92,95,85,93,69,65,,,,,,,,,,,,,,,,,,,
1632,Alexander Brown,Gsling Academy,M,FALSE,9,FALSE,3,Business Owner,93,83,61,95,70,93,65,,,,,,,,,,,,,,,,,,,
1633,Thomas Smith,Gsling Academy,M,TRUE,7,FALSE,12,Unknown,61,99,66,99,100,70,60,,,,,,,,,,,,,,,,,,,
1634,Jonathan Torres,Digital Fortress,M,FALSE,1,FALSE,1,Business Owner,51,69,85,61,59,81,63,,,,,,,,,,,,,,,,,,,
1635,Robin Daniel,Gsling Academy,F,FALSE,4,TRUE,18,Unknown,91,72,69,88,92,61,76,,,,,,,,,,,,,,,,,,,
1636,Anthony Peterson,Digital Fortress,M,FALSE,3,FALSE,27,Accountant,96,64,76,97,81,87,99,,,,,,,,,,,,,,,,,,,
1637,Ashley Blankenship,Gsling Academy,F,FALSE,5,FALSE,24,Software Engineer,93,75,84,66,74,99,66,,,,,,,,,,,,,,,,,,,
1638,Jennifer Stewart,Gsling Academy,F,FALSE,1,TRUE,19,Unknown,70,96,60,87,92,63,95,,,,,,,,,,,,,,,,,,,
1639,James Compton,Gsling Academy,M,FALSE,2,FALSE,47,Doctor,90,90,93,87,93,99,100,,,,,,,,,,,,,,,,,,,
1640,David Bates,Digital Fortress,M,FALSE,1,FALSE,11,Unknown,69,78,80,60,76,86,96,,,,,,,,,,,,,,,,,,,
1641,Stephanie Green,Digital Fortress,F,FALSE,2,FALSE,29,Software Engineer,89,90,72,98,96,84,87,,,,,,,,,,,,,,,,,,,
1642,Garrett Nichols,Digital Fortress,M,FALSE,2,TRUE,14,Software Engineer,86,99,90,61,66,96,87,,,,,,,,,,,,,,,,,,,
1643,Erica Lopez,Digital Fortress,F,FALSE,5,FALSE,4,Artist,80,61,89,98,73,90,88,,,,,,,,,,,,,,,,,,,
1644,Lisa Benitez,Digital Fortress,F,FALSE,4,FALSE,15,Software Engineer,93,77,85,95,60,99,67,,,,,,,,,,,,,,,,,,,
1645,Cheryl Gutierrez,Digital Fortress,F,FALSE,5,FALSE,32,Software Engineer,87,91,86,96,65,77,83,,,,,,,,,,,,,,,,,,,
1646,Stephen Hawkins,Gsling Academy,M,FALSE,7,FALSE,33,Stock Investor,86,88,96,86,87,99,80,,,,,,,,,,,,,,,,,,,
1647,Natalie Williams,Gsling Academy,F,FALSE,4,TRUE,29,Software Engineer,87,80,97,98,91,64,97,,,,,,,,,,,,,,,,,,,
1648,Anthony Arnold,Gsling Academy,M,FALSE,2,FALSE,31,Lawyer,96,83,97,100,85,92,69,,,,,,,,,,,,,,,,,,,
1649,Deanna Coleman,Gsling Academy,F,FALSE,5,FALSE,29,Lawyer,90,89,70,90,83,82,87,,,,,,,,,,,,,,,,,,,
1650,Lisa Barber,Digital Fortress,F,TRUE,5,FALSE,0,Business Owner,89,65,65,91,76,91,92,,,,,,,,,,,,,,,,,,,
1651,Stephanie Miller,Digital Fortress,F,TRUE,6,FALSE,1,Business Owner,98,62,75,72,81,73,93,,,,,,,,,,,,,,,,,,,
1652,Amy White,Digital Fortress,F,FALSE,3,FALSE,42,Doctor,99,100,87,96,93,92,88,,,,,,,,,,,,,,,,,,,
1653,Beverly Chavez,Gsling Academy,F,TRUE,9,TRUE,2,Business Owner,99,65,100,93,91,60,83,,,,,,,,,,,,,,,,,,,
1654,Richard Cortez,Digital Fortress,M,FALSE,3,FALSE,1,Real Estate Developer,55,81,72,100,87,85,94,,,,,,,,,,,,,,,,,,,
1655,Kevin Morgan,Digital Fortress,M,FALSE,1,FALSE,11,Government Officer,86,87,64,74,60,89,84,,,,,,,,,,,,,,,,,,,
1656,Emily Hebert,Digital Fortress,F,TRUE,4,FALSE,18,Software Engineer,89,65,60,70,86,62,74,,,,,,,,,,,,,,,,,,,
1657,Lori Roberts,Gsling Academy,F,FALSE,2,TRUE,35,Software Engineer,94,97,90,93,85,95,92,,,,,,,,,,,,,,,,,,,
1658,Robert Kirby,Digital Fortress,M,FALSE,1,FALSE,1,Game Developer,85,61,100,75,70,89,80,,,,,,,,,,,,,,,,,,,
1659,Eric Ross,Digital Fortress,M,TRUE,0,FALSE,12,Unknown,78,70,90,68,90,87,77,,,,,,,,,,,,,,,,,,,
1660,Rachael Perry,Digital Fortress,F,FALSE,2,FALSE,21,Banker,75,67,64,80,79,77,80,,,,,,,,,,,,,,,,,,,
1661,Kenneth Gallagher,Gsling Academy,M,FALSE,2,TRUE,18,Construction Engineer,82,61,89,88,74,78,72,,,,,,,,,,,,,,,,,,,
1662,Thomas Scott,Gsling Academy,M,TRUE,6,FALSE,5,Business Owner,41,53,64,62,79,50,65,,,,,,,,,,,,,,,,,,,
1663,Elizabeth Jones,Digital Fortress,F,FALSE,5,FALSE,2,Business Owner,44,79,83,50,52,79,96,,,,,,,,,,,,,,,,,,,
1664,Matthew Bartlett,Digital Fortress,M,FALSE,5,TRUE,27,Lawyer,81,94,61,86,72,97,82,,,,,,,,,,,,,,,,,,,
1665,Kendra Perez,Digital Fortress,F,TRUE,6,FALSE,18,Banker,77,90,74,65,100,76,80,,,,,,,,,,,,,,,,,,,
1666,Daniel Brewer,Digital Fortress,M,FALSE,2,FALSE,28,Software Engineer,97,97,70,94,66,83,66,,,,,,,,,,,,,,,,,,,
1667,Cody Tyler,Digital Fortress,M,FALSE,5,FALSE,1,Business Owner,66,83,79,65,57,61,86,,,,,,,,,,,,,,,,,,,
1668,Nicholas Conrad,Digital Fortress,M,FALSE,7,FALSE,42,Doctor,91,96,96,90,97,85,98,,,,,,,,,,,,,,,,,,,
1669,Emma Morris,Gsling Academy,F,FALSE,8,FALSE,21,Accountant,76,84,95,66,84,74,64,,,,,,,,,,,,,,,,,,,
1670,David Brown,Gsling Academy,M,FALSE,4,FALSE,31,Software Engineer,97,93,60,90,85,72,83,,,,,,,,,,,,,,,,,,,
1671,Charlotte Zuniga,Digital Fortress,F,FALSE,8,FALSE,34,Lawyer,83,94,93,62,92,98,94,,,,,,,,,,,,,,,,,,,
1672,Luis Knight,Gsling Academy,M,FALSE,1,TRUE,5,Real Estate Developer,98,83,93,73,100,82,81,,,,,,,,,,,,,,,,,,,
1673,Matthew Moore,Gsling Academy,M,FALSE,3,FALSE,46,Doctor,91,88,88,91,85,95,88,,,,,,,,,,,,,,,,,,,
1674,Jennifer Chan,Digital Fortress,F,FALSE,3,FALSE,9,Government Officer,82,84,93,89,88,76,98,,,,,,,,,,,,,,,,,,,
1675,Christopher Evans,Digital Fortress,M,FALSE,5,FALSE,26,Lawyer,77,86,62,85,72,98,90,,,,,,,,,,,,,,,,,,,
1676,Tara Haynes,Digital Fortress,F,FALSE,3,FALSE,31,Software Engineer,95,98,76,61,87,72,100,,,,,,,,,,,,,,,,,,,
1677,Jason Flores,Gsling Academy,M,FALSE,4,FALSE,27,Writer,80,76,71,62,92,99,77,,,,,,,,,,,,,,,,,,,
1678,David Flores,Digital Fortress,M,TRUE,7,FALSE,28,Software Engineer,89,79,97,61,64,79,72,,,,,,,,,,,,,,,,,,,
1679,Patricia Rivera,Gsling Academy,F,FALSE,3,TRUE,5,Government Officer,69,87,91,82,86,77,80,,,,,,,,,,,,,,,,,,,
1680,Alexis Freeman,Digital Fortress,F,FALSE,2,FALSE,4,Business Owner,76,72,58,66,66,62,60,,,,,,,,,,,,,,,,,,,
1681,Scott Baxter,Gsling Academy,M,FALSE,1,FALSE,33,Doctor,85,97,95,97,98,84,94,,,,,,,,,,,,,,,,,,,
1682,Kyle Rubio,Gsling Academy,M,FALSE,3,FALSE,16,Banker,79,100,72,89,68,99,76,,,,,,,,,,,,,,,,,,,
1683,Nancy Montes,Gsling Academy,F,FALSE,1,FALSE,15,Teacher,85,76,63,62,74,82,96,,,,,,,,,,,,,,,,,,,
1684,Andre Graham,Digital Fortress,M,FALSE,7,FALSE,10,Government Officer,78,69,87,93,83,94,75,,,,,,,,,,,,,,,,,,,
1685,Christine Rivera,Digital Fortress,F,FALSE,0,TRUE,18,Unknown,62,91,86,88,80,62,75,,,,,,,,,,,,,,,,,,,
1686,William Holt,Digital Fortress,M,FALSE,1,FALSE,12,Stock Investor,93,86,61,71,98,79,87,,,,,,,,,,,,,,,,,,,
1687,Tammy Morris,Digital Fortress,F,FALSE,3,FALSE,25,Banker,94,76,100,60,80,94,61,,,,,,,,,,,,,,,,,,,
1688,Kimberly Bates,Digital Fortress,F,FALSE,3,FALSE,23,Banker,95,83,94,83,75,99,75,,,,,,,,,,,,,,,,,,,
1689,Sheena Murphy,Digital Fortress,F,FALSE,6,FALSE,8,Real Estate Developer,81,67,93,65,87,84,79,,,,,,,,,,,,,,,,,,,
1690,Robert Mccall,Gsling Academy,M,FALSE,4,FALSE,32,Accountant,87,100,60,99,45,73,86,,,,,,,,,,,,,,,,,,,
1691,Julie Floyd,Digital Fortress,F,TRUE,10,FALSE,0,Business Owner,55,86,54,78,55,60,88,,,,,,,,,,,,,,,,,,,
1692,Barry Taylor,Digital Fortress,M,FALSE,8,FALSE,0,Business Owner,77,71,68,53,70,72,69,,,,,,,,,,,,,,,,,,,
1693,Dennis Gonzalez,Gsling Academy,M,FALSE,1,FALSE,6,Stock Investor,82,79,60,80,65,64,71,,,,,,,,,,,,,,,,,,,
1694,Angel Williams,Gsling Academy,M,FALSE,6,FALSE,5,Artist,81,97,88,81,63,88,67,,,,,,,,,,,,,,,,,,,
1695,Ronald Palmer,Gsling Academy,M,FALSE,0,FALSE,16,Software Engineer,99,70,86,61,70,90,66,,,,,,,,,,,,,,,,,,,
1696,Dustin Stanley,Digital Fortress,M,FALSE,5,TRUE,4,Real Estate Developer,87,77,64,84,84,94,80,,,,,,,,,,,,,,,,,,,
1697,Jennifer Lewis,Gsling Academy,F,TRUE,8,FALSE,2,Business Owner,94,62,100,87,91,89,93,,,,,,,,,,,,,,,,,,,
1698,Mark Gardner,Gsling Academy,M,FALSE,2,FALSE,35,Unknown,98,92,91,89,95,92,90,,,,,,,,,,,,,,,,,,,
1699,Laura Barber,Gsling Academy,F,FALSE,2,TRUE,34,Lawyer,97,89,76,61,91,91,70,,,,,,,,,,,,,,,,,,,
1700,Nicole Weeks,Gsling Academy,F,FALSE,1,FALSE,7,Designer,83,81,70,90,73,89,87,,,,,,,,,,,,,,,,,,,
1701,Ricky Walker,Gsling Academy,M,FALSE,0,FALSE,14,Construction Engineer,92,92,92,66,90,68,66,,,,,,,,,,,,,,,,,,,
1702,Whitney Walls,Digital Fortress,F,FALSE,1,FALSE,24,Doctor,100,74,80,84,85,82,74,,,,,,,,,,,,,,,,,,,
1703,Catherine May,Gsling Academy,F,FALSE,4,FALSE,25,Software Engineer,86,69,79,85,63,82,77,,,,,,,,,,,,,,,,,,,
1704,Joel Williams,Digital Fortress,M,FALSE,8,FALSE,3,Business Owner,48,80,73,67,84,99,83,,,,,,,,,,,,,,,,,,,
1705,Daisy Ellis,Gsling Academy,F,TRUE,7,TRUE,0,Business Owner,69,56,71,84,52,71,88,,,,,,,,,,,,,,,,,,,
1706,Deborah Miller,Gsling Academy,F,FALSE,2,FALSE,33,Unknown,73,84,97,64,87,82,70,,,,,,,,,,,,,,,,,,,
1707,David Hoffman,Gsling Academy,M,FALSE,3,FALSE,12,Unknown,82,81,78,95,60,88,72,,,,,,,,,,,,,,,,,,,
1708,Rebecca Pearson,Digital Fortress,F,FALSE,3,TRUE,1,Artist,90,96,89,88,94,73,77,,,,,,,,,,,,,,,,,,,
1709,Mitchell Walker,Digital Fortress,M,FALSE,5,TRUE,19,Stock Investor,85,66,61,85,75,94,76,,,,,,,,,,,,,,,,,,,
1710,James Sherman,Gsling Academy,M,FALSE,2,FALSE,2,Designer,82,73,64,95,87,73,99,,,,,,,,,,,,,,,,,,,
1711,Justin Johnson,Digital Fortress,M,FALSE,4,FALSE,3,Game Developer,80,61,96,89,96,61,80,,,,,,,,,,,,,,,,,,,
1712,Brenda Morales,Digital Fortress,F,FALSE,10,TRUE,1,Business Owner,41,53,98,67,61,83,97,,,,,,,,,,,,,,,,,,,
1713,Jesse Melton,Gsling Academy,M,FALSE,1,FALSE,48,Doctor,99,93,88,92,99,94,95,,,,,,,,,,,,,,,,,,,
1714,Jon Mendoza,Gsling Academy,M,FALSE,2,FALSE,32,Lawyer,95,95,92,61,63,81,100,,,,,,,,,,,,,,,,,,,
1715,Samantha Anderson,Gsling Academy,F,FALSE,6,FALSE,1,Unknown,76,69,100,88,65,96,70,,,,,,,,,,,,,,,,,,,
1716,Lindsay Love,Gsling Academy,F,FALSE,1,FALSE,22,Doctor,91,92,81,98,88,76,99,,,,,,,,,,,,,,,,,,,
1717,John Benson,Gsling Academy,M,FALSE,5,FALSE,16,Banker,98,75,69,65,67,79,72,,,,,,,,,,,,,,,,,,,
1718,Isaiah Cruz,Gsling Academy,M,TRUE,6,FALSE,15,Construction Engineer,90,71,93,73,80,78,69,,,,,,,,,,,,,,,,,,,
1719,Brian Baker,Gsling Academy,M,FALSE,3,TRUE,26,Software Engineer,85,68,73,94,88,86,77,,,,,,,,,,,,,,,,,,,
1720,Joshua Dillon,Digital Fortress,M,FALSE,5,FALSE,46,Doctor,100,97,94,87,89,91,100,,,,,,,,,,,,,,,,,,,
1721,Christopher Stephens,Digital Fortress,M,TRUE,4,FALSE,31,Scientist,77,81,80,95,80,74,80,,,,,,,,,,,,,,,,,,,
1722,Kimberly Shaw,Gsling Academy,F,FALSE,10,FALSE,4,Business Owner,92,98,60,74,63,89,80,,,,,,,,,,,,,,,,,,,
1723,Colleen Vargas,Digital Fortress,F,FALSE,9,FALSE,5,Business Owner,53,87,60,94,93,65,88,,,,,,,,,,,,,,,,,,,
1724,Mark Mathews,Digital Fortress,M,FALSE,6,FALSE,21,Accountant,79,74,78,97,87,85,79,,,,,,,,,,,,,,,,,,,
1725,Teresa Lopez,Gsling Academy,F,FALSE,2,FALSE,26,Designer,85,89,72,80,99,94,90,,,,,,,,,,,,,,,,,,,
1726,Laura Allen,Digital Fortress,F,FALSE,1,FALSE,3,Artist,99,85,60,81,75,78,78,,,,,,,,,,,,,,,,,,,
